Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
12925.0,Dr MOHamed Clinic,Dr Mohamed Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Makadara,Makadara,Maringo/Hamza,Operational,False,False,False,False,True,True,False,False
12613.0,Muusini Dispensary,Muusini Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,machakos,Mwala,Mwala,Masii,Operational,False,False,False,False,True,True,False,False
10454.0,Kamung'ang'a (ACK) Dispensary,Kamung'ang'a (ACK) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,16.0,0,16,muranga,Kigumo,Kigumo,Kinyona,Operational,False,False,False,False,True,True,False,False
10222.0,Gatitu Dispensary,Gatitu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Nyeri Town,Nyeri Central,Gatitu/Muruguru,Operational,False,False,False,False,True,True,False,False
10018.0,Ahadi Health and Maternity Services,Ahadi Health and Maternity Services,,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),6.0,0,6,kiambu,Lari,Lari,Nyanduma,Operational,True,True,True,True,True,True,False,False
12420.0,Kyuso Sub County Hospital,Kyuso Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8.0,0,8,kitui,Mwingi North,Mwingi North,Kyuso,Operational,True,False,True,False,True,True,False,False
10220.0,Gatina Dispensary,Gatina Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Mathira,Mathira East,Konyu,Operational,False,False,False,False,True,True,False,False
11386.0,Geca Medical Clinic,Geca Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,mombasa,Likoni,Likoni,Bofu,Operational,False,False,False,False,True,True,False,False
13573.0,Giatunda Dispensary,Giatunda Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kisii,South Mugirango,South Mugirango,Tabaka,Operational,False,False,False,False,True,True,False,False
11789.0,Shimoni Dispensary,Shimoni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kwale,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Operational,False,False,False,False,True,True,False,False
13125.0,Nimoli Medical Centre,Nimoli Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,4.0,1,5,nairobi,Kasarani,Kasarani,Kasarani,Operational,True,False,True,False,True,True,False,False
12822.0,Ukia Dispensary,Ukia Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,makueni,Kaiti,Kaiti,Ukia,Operational,False,False,False,False,True,True,False,False
13026.0,Kibera Human Development Clinic,Kibera Human Development Project Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0.0,0,0,nairobi,Kibra,Kibra,Makina,Operational,False,False,False,False,True,True,False,False
13101.0,Mukuru Mmm Clinic,Mukuru MMM Clinic,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,False,False,False,False,True,True,False,False
11167.0,Wandumbi Dispensary,Wandumbi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Tetu,Tetu,Wamagana,Operational,False,False,False,False,True,True,False,False
11643.0,Mombasa Hospital,Mombasa Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,110.0,34,144,mombasa,Mvita,Mvita,Mji Wa Kale/Makadara,Operational,True,False,True,False,True,True,False,False
11579.0,Matondoni Dispensary,Matondoni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,lamu,Lamu West,Lamu West,Mkomani,Operational,False,False,False,False,True,True,False,False
13356.0,Gurufa Dispensary,Gurufa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,garissa,Lagdera,Lagdera,Sabena,Operational,False,False,False,False,True,True,False,False
11236.0,Bakhita Dispensary,Bakhita Dispensary,,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Clinical Officers Council,0.0,0,0,kilifi,Malindi,Malindi,Kakuyuni,Operational,False,False,False,False,True,True,False,False
10629.0,Kiriita Forest Dispensary,Kiriita Forest Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Lari,Lari,Kijabe,Operational,False,False,False,False,True,True,False,False
12134.0,Kakeani Health Centre,Kakeani Health Centre,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,7.0,0,7,kitui,Kitui West,Kitui West,Mutongoni,Operational,False,False,False,False,True,True,False,False
11411.0,Hola District Hospital,Hola District Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,132.0,0,132,tana river,Galole,Galole,Chewani,Operational,False,False,False,False,True,True,False,False
10680.0,Manjo Health Clinic,Manjo Health Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nyeri,Mukurweini,Mukurweini,Mukurwe-ini West,Operational,False,False,False,False,True,True,False,False
10446.0,Kambui (PCEA) Dispensary,Kambui (PCEA) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,kiambu,Githunguri,Githunguri,Ngewa,Operational,False,False,False,False,True,True,False,False
10449.0,Kamfas Clinic,Kamfas Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,False,False,False,False,True,True,False,False
13685.0,Kiaruta Dispensary,Kiaruta Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kisii,Bonchari,Bonchari,Bogiakumu,Operational,False,False,False,False,True,True,False,False
13337.0,Eymole Health Centre (Kilwehiri),Eymole Health Centre (Kilwehiri),,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,mandera,Banissa,Banissa,Kilwehiri,Operational,False,False,False,False,True,True,False,True
12110.0,Jordan Hospital,Jordan Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,40.0,10,50,kitui,Kitui Central,Kitui Central,Township,Operational,True,False,True,False,True,True,False,False
12107.0,Jamii Afya Clinic,Jamii Afya Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0.0,0,0,kitui,Kitui Central,Kitui Central,Township,Operational,False,False,False,False,True,True,False,False
11786.0,Shiloh Nursing Clinic,Shiloh Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Nyali,Nyali,Frere Town,Operational,True,False,True,False,True,True,False,False
14182.0,8Th Street Clinic,8th Street Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,False,False,True,False,True,True,False,False
12184.0,Kanyangi Sub County Hospital,Kanyangi Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17.0,10,27,kitui,Kitui Central,Kitui Rural,Kanyangi,Operational,True,False,False,False,True,True,False,False
12102.0,Iuani Health Centre,Iuani Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2.0,2,4,makueni,Kaiti,Kaiti,Ukia,Operational,False,False,False,False,True,True,False,False
10286.0,GK Prison Dispensary (Kingongo),GK Prison Dispensary (Kingongo),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Nyeri Town,Nyeri Central,Rware,Operational,True,False,True,False,True,True,False,False
10994.0,Sagana Sub-County Hospital,Sagana Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8.0,1,9,kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,True,False,True,False,True,True,False,False
12100.0,Itugururu Dispensary,Itugururu Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,tharaka nithi,Chuka/Igambang'ombe,Igambangombe,Igambang'ombe,Operational,False,False,False,False,True,True,False,False
10397.0,Kagicha Dispensary,Kagicha Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Nyeri South,Nyeri South,Chinga,Operational,False,False,False,False,True,True,False,False
12722.0,Rwika Dispensary,Rwika Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,embu,Mbeere South,Mbeere South,Mbeti South,Operational,False,False,False,False,True,True,False,False
15630.0,St Boniface Dispensary,St Boniface Dispensary,,Level 2,Health Centre,,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,nandi,Emgwen,Emgwen,Kapkangani,Operational,False,False,False,False,True,True,False,True
12086.0,Illaut Dispensary,Illaut Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,6.0,0,6,marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,False,False,False,False,True,True,False,False
16074.0,Nasewa Health Centre,Nasewa Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,23.0,0,23,busia,Matayos,Matayos,Matayos South,Operational,False,False,False,False,True,True,False,False
12098.0,Itoleka Dispensary,Itoleka Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Kitui Central,Kitui Central,Kyangwithya West,Operational,False,False,False,False,True,True,False,False
13208.0,St Joseph Mukasa Dispensary,St Joseph Mukasa Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,nairobi,Roysambu,Roysambu,Kahawa West,Operational,False,False,False,False,True,True,False,False
12447.0,Mailiari Dispensary,Mailiari Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,meru,Tigania West,Tigania West,Kianjai,Operational,False,False,False,False,True,True,False,False
12111.0,Jordan Medical Clinic(Kangundo),Jordan Medical Clinic (Kangundo),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,machakos,Kangundo,Kangundo,Kangundo Central,Operational,False,True,False,False,True,True,False,False
13123.0,Ngong Road Dispensary,Ngong Road Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,False,False,False,False,True,True,False,False
10590.0,Kihaaro Medical Clinic,Kihaaro Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nyeri,Tetu,Tetu,Aguthi-gaaki,Operational,False,False,False,False,True,True,False,False
12097.0,Ithimbari Dispensary,Ithimbari Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,meru,South Imenti,Imenti South,Abogeta West,Operational,False,False,False,False,True,True,False,False
12023.0,Gachuriri Dispensary,Gachuriri Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,embu,Mbeere South,Mbeere South,Mbeti South,Operational,False,False,False,False,True,True,False,False
14768.0,Kapsowar Dispensary,Kapsowar Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,elgeyo marakwet,Marakwet West,Marakwet West,Kapsowar,Operational,False,False,False,False,True,True,False,False
12088.0,Imani Health Care (Machakos),Imani Health Care,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,machakos,Machakos Town,Machakos,Mutituni,Operational,False,False,True,False,True,True,False,False
10354.0,Iruri Dispensary,Iruri Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,muranga,Mathioya,Mathioya,Kamacharia,Operational,False,False,False,False,True,True,False,False
11234.0,Bahari Medical Clinic,Bahari Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0.0,0,0,mombasa,Likoni,Likoni,Timbwani,Operational,False,False,False,False,True,True,False,False
10195.0,Gachika Dispensary,Gachika Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Gatundu South,Gatundu South,Kiganjo,Operational,False,False,False,False,True,True,False,False
12085.0,Ilika Dispensary,Ilika Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,False,False,False,False,True,True,False,False
15578.0,Simotwo Dispensary (Keiyo),Simotwo Dispensary (Keiyo),1483,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,elgeyo marakwet,Keiyo South,Keiyo South,Kabiemit,Operational,False,False,False,False,True,True,False,False
11807.0,Sparki Health Services,Spark Health Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Mvita,Mvita,Tudor,Operational,False,False,False,False,True,True,False,False
13657.0,Katito Sub County Hospital,Katito Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6.0,0,6,kisumu,Nyakach,Nyakach,North Nyakach,Operational,True,False,True,False,True,True,False,False
12857.0,Yumbu Dispensary (Mwingi Central),Yumbu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Mwingi Central,Mwingi Central,Mui,Operational,False,False,False,False,True,True,False,False
12180.0,Kanyaa Dispensary,Kanyaa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Mwingi West,Mwingi West,Kyome/Thaana,Operational,False,False,False,False,True,True,False,False
12092.0,Iriga Dispensary,Iriga Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,tharaka nithi,Maara,Muthambi,Muthambi,Operational,False,False,False,False,True,True,False,False
12359.0,Kithimu Dispensary,Kithimu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,24.0,0,24,embu,Manyatta,Manyatta,Kithimu,Operational,False,False,False,False,True,True,False,False
12082.0,Ikuyuni Dispensary,Ikuyuni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Kitui East,Kitui East,Nzambani,Operational,False,False,False,False,True,True,False,False
12079.0,Ikumbo Dispensary,Ikumbo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,tharaka nithi,Maara,Mwimbi,Ganga,Operational,False,False,False,False,True,True,False,False
16308.0,Amal Medical Clinic,Amal Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,mandera,Mandera East,Mandera East,Township,Operational,False,False,False,False,True,True,False,False
10965.0,Royal Medical Centre,Royal Medical Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,nyandarua,Kinangop,Kinangop,North Kinangop,Operational,False,False,False,False,True,True,False,False
12181.0,Kanyakine District Hospital,Kanyakine District Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,72.0,2,74,meru,South Imenti,Imenti South,Abogeta East,Operational,True,False,True,False,True,True,False,False
12075.0,Ikaatini Dispensary,Ikaatini Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,2,2,machakos,Masinga,Masinga,Ekalakala,Operational,False,False,False,False,True,True,False,False
10027.0,Amboni Dispensary,Amboni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Kieni,Kieni West,Mweiga,Operational,False,False,False,False,True,True,False,False
12377.0,Kivani Health Centre,KIVANI Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,makueni,Kaiti,Kaiti,Kee,Operational,False,False,False,False,True,True,False,False
12551.0,Mugui Consolata Clinic,Mugui Consolata Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,embu,Runyenjes,Runyenjes,Kagaari North,Operational,False,False,False,False,True,True,False,False
11445.0,Kadaina Community Dispensary,Kadaina Community Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kilifi,Kilifi North,Kilifi North,Matsangoni,Operational,False,False,False,False,True,True,False,False
15526.0,Sancta Maria Clinic,Sancta Maria Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kajiado,Kajiado North,Kajiado North,Ngong,Operational,False,False,True,False,True,True,False,False
12707.0,Premier Medical Clinic (Kitui),Premier Medical Clinic (Kitui),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kitui,Kitui Central,Kitui Central,Township,Operational,False,False,True,False,True,True,False,False
12071.0,Igoki Dispensary,Igoki Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,meru,North Imenti,Imenti North,Ntima East,Operational,False,False,False,False,True,True,False,False
12066.0,Ismc,ISMC services Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),20.0,0,20,marsabit,Saku,Saku,Marsabit Central,Operational,True,True,True,True,True,True,False,False
10331.0,Ichagachiru Dispensary,Ichagachiru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Tetu,Tetu,Dedan Kimathi,Operational,False,False,False,False,True,True,False,False
12065.0,Huruma Medical Clinic (Kangundo),Huruma Medical Clinic (Kangundo),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,machakos,Kangundo,Kangundo,Kangundo Central,Operational,False,False,False,False,True,True,False,False
12047.0,GK Prison Dispensary (Kitui),GK Prison Dispensary (Kitui),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kitui,Kitui Central,Kitui Central,Township,Operational,False,False,False,False,True,True,False,False
14642.0,Kaigat (SDA) Health Centre,Kaigat (SDA) Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,8.0,0,8,nandi,Mosop,Mosop,Ndalat,Operational,True,False,False,False,True,True,False,False
11205.0,Memon Medical Centre,Memon Medical Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Mvita,Mvita,Tononoka,Operational,False,False,True,False,True,True,False,False
12782.0,Syumile Dispensary,Syumile Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,makueni,Kibwezi West,Kibwezi West,Nguumo,Operational,False,False,False,False,True,True,False,False
12069.0,Igamatundu Dispensary,Igamatundu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0.0,0,0,tharaka nithi,Chuka/Igambang'ombe,Igambangombe,Igambang'ombe,Operational,False,False,False,False,True,True,False,False
15545.0,Serem Health Centre (Nandi South),Serem Health Centre (Aldai),,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,14.0,1,15,nandi,Aldai,Aldai,Kemeloi-maraba,Operational,True,False,False,False,True,True,False,False
10815.0,Mwireri Sunrise Medical Clinic,Mwireri Sunrise Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nyeri,Kieni,Kieni West,Mweiga,Operational,False,False,False,False,True,True,False,False
11024.0,St Anne (ACK) Dispensary,St Anne (ACK) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,muranga,Kiharu,Kiharu,Gaturi,Operational,False,False,False,False,True,True,False,False
10594.0,Kihoya Health Centre,Kihoya Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,muranga,Kangema,Kangema,Rwathia,Operational,False,False,False,False,True,True,False,True
11030.0,St Charles Lwanga Dispensary,St Charles Lwanga Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,kiambu,Limuru,Limuru,Limuru Central,Operational,True,False,True,False,True,True,False,False
13745.0,Macalder Sub-County Hospital,Macalder Sub-County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,42.0,0,42,migori,Nyatike,Nyatike,Macalder/Kanyarwanda,Operational,False,False,False,False,True,True,False,False
13049.0,Lianas Clinic Health Centre,Lianas Clinic Health Centre (Westlands),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,9.0,3,12,nairobi,Westlands,Westlands,Kangemi,Operational,True,False,True,False,True,True,False,False
12944.0,Frepals Community Nursing Home,Frepals Community Nursing Home,,Level 3,Nursing Homes,NURSING HOME,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,21.0,0,21,nairobi,Kibra,Kibra,Lindi,Operational,True,False,True,False,True,True,False,False
12041.0,Githongo District Hospital,Githongo District Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,40.0,2,42,meru,Central Imenti,Imenti Central,Abothuguchi West,Operational,True,False,False,False,True,True,False,False
14978.0,Kokwototo Dispensary,Kokwototo Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,baringo,Tiaty,Tiaty East,Tangulbei/Korossi,Operational,False,False,False,False,True,True,False,False
11499.0,Kongowea Health Centre,Kongowea Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,mombasa,Nyali,Nyali,Kongowea,Operational,False,False,False,False,True,True,False,True
11243.0,Baobab Clinic - Bamburi Cement,Baobab Clinic Bamburi Cement,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Nyali,Nyali,Kadzandani,Operational,False,False,False,False,True,True,False,False
11974.0,Chuluni Health Centre,Chuluni Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,1.0,0,1,kitui,Kitui East,Kitui East,Nzambani,Operational,False,False,False,False,True,True,False,False
11808.0,St Andrews Medical Clinic,St Andrews Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kilifi,Magarini,Magarini,Gongoni,Operational,False,False,False,False,True,True,False,False
11038.0,St John Medical Clinic (Nyeri North),St John Medical Clinic (Nyeri North),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,laikipia,Laikipia East,Laikipia East,Thingithu,Operational,False,False,False,False,True,True,False,False
12600.0,Mutitu Dispensary,Mutitu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,machakos,Kathiani,Kathiani,Kathiani Central,Operational,False,False,False,False,True,True,False,False
12042.0,Gitine Dispensary,Gitine Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,meru,South Imenti,Imenti South,Igoji East,Operational,False,False,False,False,True,True,False,False
13537.0,Ebiosi Dispensary,Ebiosi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kisii,Bobasi,Bobasi,Nyacheki,Operational,False,False,False,False,True,True,False,False
10413.0,Kagwe Dispensary,Kagwe Dispensary,1,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Lari,Lari,Nyanduma,Operational,False,False,False,False,True,True,False,False
12025.0,Gafarsa Health Centre,Gafarsa Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,isiolo,Isiolo South,Garbatulla,Garba Tulla,Operational,False,False,True,False,True,True,False,False
13005.0,Kari Health Clinic,KARI Health Clinic (Kikuyu),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0.0,0,0,kiambu,Kikuyu,Kikuyu,Sigona,Operational,False,False,False,False,True,True,False,False
