Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
11764.0,Sagala Health Centre,Sagala Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,12.0,1,13,taita taveta,Voi,Voi,Sagala,Operational,True,False,True,False,True,True,False,False
15255.0,Murgusi Dispensary,Murgusi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,uasin gishu,Turbo,Turbo,Ngenyilel,Operational,False,False,False,False,True,True,False,False
15266.0,Mwenje Dispensary,Mwenje Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,laikipia,Laikipia West,Laikipia West,Githiga,Operational,False,False,False,False,True,True,False,False
14450.0,Emumwenyi Dispensary,Emumwenyi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,kajiado,Kajiado South,Loitokitok,Rombo,Operational,True,False,True,False,True,True,False,False
15267.0,Mwituria Dispensary,Mwituria Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,laikipia,Laikipia East,Laikipia East,Ngobit,Operational,False,False,False,False,True,True,False,False
14438.0,Elgon View Hospital,Elgon View Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,39.0,0,39,uasin gishu,Kesses,Kesses,Racecourse,Operational,True,False,True,False,True,True,False,False
15271.0,Nachukui Dispensary,Nachukui Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,turkana,Turkana North,Turkana North,Lakezone,Operational,False,False,False,False,True,True,False,False
15270.0,Nachola Health Centre,Nachola Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,samburu,Samburu North,Samburu North,Nachola,Operational,False,False,False,False,True,True,False,True
15273.0,Nadapal Dispensary,Nadapal Dispensary,006772,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,turkana,Loima,Loima,Turkwel,Operational,False,False,True,False,True,True,False,False
15272.0,Nacoharg Medical Centre,Nacoharg Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0.0,0,0,nakuru,Naivasha,Naivasha,Hellsgate,Operational,False,False,False,False,True,True,False,False
15276.0,Naikara Health Centre,Naikara Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Other Faith Based,Faith Based Organization,Kenya MPDB,8.0,0,8,narok,Narok West,Narok West,Naikarra,Operational,False,False,False,False,True,True,False,False
15275.0,Nadoto Dispensary,Nadoto Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,turkana,Turkana Central,Turkana Central,Kerio Delta,Operational,False,False,False,False,True,True,False,False
15277.0,Nairagie-Enkare Health Centre,Nairagie-Enkare Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,6.0,0,6,narok,Narok East,Narok East,Keekonyokie,Operational,True,False,True,False,True,True,False,False
15268.0,Nabkoi Dispensary,Nabkoi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,uasin gishu,Kesses,Kesses,Tarakwa,Operational,False,False,False,False,True,True,False,False
15280.0,Naivasha District Hospital,Naivasha District Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,143.0,17,160,nakuru,Naivasha,Naivasha,Viwandani,Operational,True,False,True,False,True,True,False,False
15279.0,Naisoya Dispensary,Naisoya Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6.0,2,8,narok,Narok North,Narok North,Nkareta,Operational,False,False,False,False,True,True,False,False
15281.0,Naivasha Max Prison Health Centre,Naivasha Maximum Prison Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,20.0,0,20,nakuru,Naivasha,Naivasha,Viwandani,Operational,True,False,True,False,True,True,False,False
15282.0,Naivasha (AIC) Medical Centre,Naivasha (AIC) Medical Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,10.0,5,15,nakuru,Naivasha,Naivasha,Hellsgate,Operational,True,False,True,False,True,True,False,False
15278.0,Nairasirasa Dispensary,Nairasirasa Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,3.0,1,4,narok,Narok North,Narok North,Narok Town,Operational,False,False,False,False,True,True,False,False
15284.0,Nakalei Dispensary,Nakalei Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1.0,0,1,turkana,Turkana South,Turkana South,Kalapata,Operational,False,False,False,False,True,True,False,False
15283.0,Najile Dispensary,Najile Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,False,False,False,False,True,True,False,False
15285.0,Nakurio Dispensary,Nakurio Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,turkana,Turkana Central,Turkana Central,Kerio Delta,Operational,True,False,False,False,True,True,False,False
10440.0,Kamae Forest Dispensary,Kamae Forest Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Lari,Lari,Kinale,Operational,False,False,False,False,True,True,False,False
15287.0,Nakuru Nursing Home,Nakuru Nursing Home,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),24.0,15,39,nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,True,False,True,False,True,True,False,False
15288.0,Nakuru Provincial General Hospital,Nakuru Provincial General Hospital,30347,Level 5,Secondary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,588.0,68,656,nakuru,Nakuru Town East,Nakuru West,London,Operational,True,False,False,False,True,True,False,False
15290.0,Nakuru West (PCEA) Health Centre,Nakuru West (PCEA) Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,7.0,1,8,nakuru,Nakuru Town West,Nakuru West,Shaabab,Operational,True,False,True,False,True,True,False,False
15292.0,Nakwamoru Health Centre,Nakwamoru Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,40.0,4,44,turkana,Turkana South,Turkana South,Kaputir,Operational,True,False,False,False,True,True,False,False
15293.0,Nalepo Medical Clinic,Nalepo Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,narok,Narok East,Narok East,Mosiro,Operational,False,False,False,False,True,True,False,False
15294.0,Namanga Health Centre,Namanga Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,11.0,2,13,kajiado,Kajiado Central,Kajiado Central,Matapato South,Operational,True,False,True,False,True,True,False,False
15295.0,Namayiana Clinic,Namayiana Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,kajiado,Kajiado Central,Kajiado Central,Ildamat,Operational,False,False,False,False,True,True,False,False
15298.0,Nameyana Dispensary,Nameyana Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,turkana,Loima,Loima,Turkwel,Operational,False,False,True,False,True,True,False,False
15299.0,Namoruputh (PAG) Health Centre,Namoruputh (PAG) Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,35.0,0,35,turkana,Loima,Loima,Loima,Operational,False,False,True,False,True,True,False,False
15297.0,Namelok Medical Clinic,Namelok Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,samburu,Samburu Central,Samburu Central,Maralal,Operational,False,False,True,False,True,True,False,False
15304.0,Nanyuki Cottage Hospital,Nanyuki Cottage Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,50.0,6,56,laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,True,False,True,False,True,True,False,False
15301.0,Namukuse Dispensary,Namukuse Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,turkana,Turkana Central,Turkana Central,Kang'atotha,Operational,False,False,True,False,True,True,False,False
15306.0,Top Choice Maternity and Nursing Home,Top Choice Maternity And Nursing Home,,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,18.0,2,20,laikipia,Laikipia East,Laikipia East,Thingithu,Operational,False,False,False,False,True,True,False,False
15305.0,Nanyuki District Hospital,Nanyuki District Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,129.0,11,140,laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,True,False,True,False,True,True,False,False
15308.0,Napeililim Dispensary,Napeililim Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,1.0,0,1,turkana,Loima,Loima,Turkwel,Operational,False,False,True,False,True,True,False,False
15309.0,Napusimoru Dispensary,Napusimoru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0.0,0,0,turkana,Turkana South,Turkana South,Lokichar,Operational,False,False,False,False,True,True,False,False
15303.0,Nanam Dispensary,Nanam Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,turkana,Turkana West,Turkana West,Nanaam,Operational,False,False,False,False,True,True,False,False
15310.0,Nariokotome Dispensary,Nariokotome Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0.0,0,0,turkana,Turkana North,Turkana North,Lakezone,Operational,False,False,False,False,True,True,False,False
15296.0,Namelok Health Centre,Namelok Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,20.0,4,24,kajiado,Kajiado South,Loitokitok,Kimana,Operational,True,False,True,False,True,True,False,False
15311.0,Narok County Referral Hospital,Narok County Referral Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,155.0,15,170,narok,Narok North,Narok North,Narok Town,Operational,True,True,True,True,True,True,False,False
15312.0,Naroosura Health Centre,Naroosura Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,11.0,2,13,narok,Narok South,Narok South,Maji Moto/Naroosura,Operational,False,False,False,False,True,True,False,False
15314.0,Nasolot Dispensary,Nasolot Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,west pokot,Sigor,Pokot Central,Sekerr,Operational,False,False,False,False,True,True,False,False
15315.0,Natira Dispensary,Natira Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,turkana,Turkana West,Turkana West,Kalobeyei,Operational,False,False,False,False,True,True,False,False
15318.0,Ndabibi Dispensary,Ndabibi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5.0,0,5,nakuru,Naivasha,Naivasha,Maeilla,Operational,False,False,False,False,True,True,False,False
15317.0,Chemororoch Dispensary,Chemororoch Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,1.0,0,1,uasin gishu,Soy,Soy,Kipsomba,Operational,False,False,False,False,True,True,False,False
15319.0,Ndalat (PCEA) Health Centre,Ndalat (PCEA) Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,12.0,2,14,nandi,Mosop,Mosop,Ndalat,Operational,False,False,False,False,True,True,False,False
15321.0,Ndamichonik Dispensary,Ndamichonik Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,bomet,Chepalungu,Chepalungu,Kong'asis,Operational,False,False,False,False,True,True,False,False
15324.0,Ndarugu (PCEA) Dispensary,Ndarugu (PCEA) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,4.0,0,4,nakuru,Nakuru Town West,Nakuru West,Rhoda,Operational,False,False,False,False,True,True,False,False
15322.0,Ndanai,Ndanai Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17.0,3,20,bomet,Sotik,Sotik,Ndanai/Abosi,Operational,True,False,True,False,True,True,False,False
15326.0,Ndoinet Dispensary,Ndoinet Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6.0,0,6,nakuru,Kuresoi North,Kuresoi North,Kiptororo,Operational,False,False,False,False,True,True,False,False
15327.0,Ndonyo Wasin Dispensary,Ndonyo Wasin Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,samburu,Samburu East,Samburu East,Waso,Operational,False,False,True,False,True,True,False,False
15328.0,Ndurumo Dispensary,Ndurumo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,laikipia,Laikipia West,Laikipia West,Rumuruti Township,Operational,False,False,False,False,True,True,False,False
15325.0,Ndindika Health Centre,Ndindika Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,17.0,0,17,laikipia,Laikipia West,Laikipia West,Githiga,Operational,False,False,False,False,True,True,False,False
15333.0,Nerkwo Dispensary,Nerkwo Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,elgeyo marakwet,Marakwet West,Marakwet West,Moiben/Kuserwo,Operational,False,False,False,False,True,True,False,False
15331.0,Neissuit Dispensary,Neissuit Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nakuru,Njoro,Njoro,Nessuit,Operational,False,False,False,False,True,True,False,False
15338.0,Ngarua Catholic Dispensary,Ngarua Catholic Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2.0,0,2,laikipia,Laikipia West,Laikipia West,Githiga,Operational,False,False,False,False,True,True,False,False
15337.0,Nganayio Dispensary,Nganayio Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,narok,Kilgoris,Transmara West,Kilgoris Central,Operational,False,False,False,False,True,True,False,False
15339.0,Ngarua Health Centre,Ngarua Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,11.0,0,11,laikipia,Laikipia West,Laikipia West,Marmanet,Operational,True,False,True,False,True,True,False,False
15323.0,Ndarawetta Health centre,Ndarawetta Health centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,bomet,Bomet Central,Bomet Central,Ndaraweta,Operational,False,False,False,False,True,True,False,True
15340.0,Ngatataek Health Centre,Ngatataek Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kajiado,Kajiado Central,Kajiado Central,Matapato North,Operational,False,False,False,False,True,True,False,True
15316.0,Nauyapong Dispensary,Nauyapong Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,west pokot,Kacheliba,Pokot North,Alale,Operational,False,False,False,False,True,True,False,False
15342.0,Ngechek Dispensary,Ngechek Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Chesumei,Chesumei,Lelmoko/Ngechek,Operational,False,False,False,False,True,True,False,False
15344.0,Ngenyilel Dispensary,Ngenyilel Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,uasin gishu,Turbo,Turbo,Ngenyilel,Operational,False,False,False,False,True,True,False,False
15345.0,Ngeria South Dispensary,Ngeria South Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,uasin gishu,Kapseret,Kapseret,Megun,Operational,False,False,False,False,True,True,False,False
15348.0,Ngito Dispensary,Ngito Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,8.0,1,9,narok,Narok West,Narok West,Ilmotiook,Operational,False,False,False,False,True,True,False,False
15343.0,Ngendalel Dispensary,Ngendalel Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,kericho,Kipkelion West,Kipkelion West,Kipkelion,Operational,False,False,False,False,True,True,False,False
15349.0,Ngobit Dispensary,Ngobit Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,laikipia,Laikipia East,Laikipia East,Ngobit,Operational,False,False,False,False,True,True,False,False
15341.0,Ngatha Medical clinic,Ngatha Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,nakuru,Nakuru Town East,Nakuru West,London,Operational,False,False,False,False,True,True,False,False
15353.0,Ngubereti Health Centre,Ngubereti Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,14.0,1,15,baringo,Mogotio,Mogotio,Mogotio,Operational,False,False,False,False,True,True,False,False
